,NAME,Total Commuters,Driving Alone,Carpooling,Public Transportation,Walking,Cycling,Other Means,Worked from Home,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Two or More Races,Total Population,Median Income,Poverty Count,Median Age,Total Housing Units,Housing Units,Occupied Housing Units,Median Housing Value,Average Household Size,Median Gross Rent,state,county,tract,Poverty Rate,Labor Force 16-19,Labor Force 20-24,Labor Force 25-29,Labor Force 30-34,Labor Force 35-39,Labor Force 40-44,Labor Force 45-49,Labor Force 50-54,Housing Density,Housing Availability
1672,"Census Tract 1351, Oakland County, Michigan",2808.0,2268.0,2126.0,0.0,0.0,0.0,0.0,0.0,4565.0,70.0,0.0,208.0,0.0,16.0,245.0,5104.0,1585.0,271.0,51.7,2051.0,2051.0,1965.0,374400.0,2.6,760107100.0,26,125,135100,5.309561128526646,47,175,269,733,164,66,0,0,401.84169278996865,4.193076548025354
1673,"Census Tract 1352, Oakland County, Michigan",2062.0,1768.0,1627.0,12.0,0.0,0.0,0.0,0.0,2822.0,169.0,0.0,281.0,0.0,67.0,125.0,3464.0,912.0,112.0,39.0,1515.0,1515.0,1444.0,265800.0,2.4,,26,125,135200,3.233256351039261,22,209,329,295,113,31,0,0,437.3556581986143,4.686468646864687
1674,"Census Tract 1353, Oakland County, Michigan",2793.0,2365.0,2173.0,0.0,0.0,0.0,0.0,0.0,4455.0,559.0,1.0,142.0,0.0,0.0,338.0,5495.0,1542.0,68.0,41.0,1672.0,1672.0,1672.0,395700.0,3.23,635001700.0,26,125,135300,1.237488626023658,21,210,461,587,194,80,0,0,304.2766151046406,0.0
1675,"Census Tract 1360, Oakland County, Michigan",1663.0,1440.0,1256.0,17.0,0.0,0.0,0.0,0.0,1787.0,603.0,73.0,831.0,0.0,48.0,169.0,3511.0,894.0,158.0,43.0,1835.0,1835.0,1605.0,315400.0,2.19,236320000.0,26,125,136000,4.500142409569923,51,27,282,389,84,63,0,0,522.6431216177727,12.534059945504087
1676,"Census Tract 1361.01, Oakland County, Michigan",2861.0,2499.0,2333.0,0.0,0.0,0.0,0.0,0.0,2877.0,201.0,14.0,2375.0,0.0,11.0,120.0,5598.0,1605.0,147.0,37.2,2260.0,2260.0,2161.0,344700.0,2.59,558807500.0,26,125,136101,2.6259378349410505,46,223,669,726,142,42,0,0,403.71561271882814,4.380530973451328
1677,"Census Tract 1361.02, Oakland County, Michigan",2926.0,2712.0,2347.0,0.0,0.0,0.0,0.0,0.0,2293.0,1399.0,39.0,457.0,0.0,70.0,185.0,4443.0,833.0,572.0,31.0,2637.0,2637.0,2493.0,516400.0,1.78,,26,125,136102,12.874184109835696,55,423,702,366,63,105,0,0,593.5178933153276,5.460750853242321
1678,"Census Tract 1363, Oakland County, Michigan",2748.0,2353.0,2162.0,0.0,0.0,0.0,0.0,0.0,3316.0,357.0,12.0,1323.0,0.0,57.0,358.0,5423.0,1376.0,128.0,39.8,2319.0,2319.0,2223.0,407200.0,2.42,505085500.0,26,125,136300,2.360317167619399,3,252,635,500,252,81,0,0,427.6230868522958,4.139715394566624
1679,"Census Tract 1365, Oakland County, Michigan",3183.0,2775.0,2675.0,0.0,0.0,0.0,0.0,0.0,3559.0,689.0,0.0,1436.0,8.0,0.0,203.0,5895.0,1674.0,216.0,42.5,2762.0,2762.0,2629.0,230000.0,2.24,460454800.0,26,125,136500,3.6641221374045805,100,173,676,521,86,23,0,0,468.5326547921968,4.815351194786387
1680,"Census Tract 1366.01, Oakland County, Michigan",2661.0,2294.0,2107.0,0.0,67.0,0.0,0.0,0.0,2841.0,271.0,0.0,1133.0,0.0,66.0,724.0,5035.0,1226.0,203.0,38.4,2320.0,2320.0,2204.0,235700.0,2.23,259078000.0,26,125,136601,4.031777557100298,71,208,429,631,80,21,0,0,460.77457795431974,5.0
1681,"Census Tract 1366.02, Oakland County, Michigan",1581.0,1423.0,1364.0,0.0,0.0,0.0,0.0,0.0,1883.0,119.0,0.0,1207.0,0.0,0.0,76.0,3285.0,987.0,207.0,39.5,1355.0,1355.0,1322.0,349500.0,2.48,354371400.0,26,125,136602,6.301369863013699,13,73,420,463,28,39,0,0,412.48097412480973,2.4354243542435423
1682,"Census Tract 1367, Oakland County, Michigan",3136.0,2667.0,2611.0,0.0,0.0,0.0,0.0,0.0,4060.0,434.0,0.0,1607.0,0.0,18.0,55.0,6174.0,1812.0,153.0,46.1,2411.0,2411.0,2396.0,324700.0,2.57,595487300.0,26,125,136700,2.478134110787172,190,214,473,674,130,161,0,0,390.5085843861354,0.6221484861053505
1683,"Census Tract 1368, Oakland County, Michigan",2132.0,2037.0,1861.0,0.0,0.0,0.0,0.0,0.0,3732.0,639.0,0.0,529.0,0.0,142.0,348.0,5390.0,1280.0,224.0,49.5,2806.0,2806.0,2576.0,241700.0,2.05,,26,125,136800,4.1558441558441555,49,157,438,396,24,108,0,0,520.5936920222634,8.19672131147541
1684,"Census Tract 1371.01, Oakland County, Michigan",1926.0,1613.0,1575.0,0.0,0.0,0.0,0.0,0.0,2249.0,48.0,0.0,1218.0,0.0,0.0,0.0,3515.0,1100.0,12.0,44.9,1400.0,1400.0,1350.0,402000.0,2.6,416580000.0,26,125,137101,0.34139402560455195,132,61,253,463,157,36,0,0,398.29302987197724,3.571428571428571
1685,"Census Tract 1371.02, Oakland County, Michigan",3493.0,3125.0,2502.0,0.0,2.0,0.0,0.0,0.0,5317.0,547.0,0.0,2006.0,0.0,98.0,402.0,8370.0,2251.0,359.0,34.4,2711.0,2711.0,2586.0,466200.0,3.24,,26,125,137102,4.289127837514934,168,166,818,808,68,144,0,0,323.89486260454004,4.610844706750276
1686,"Census Tract 1374, Oakland County, Michigan",3926.0,3335.0,3229.0,35.0,0.0,0.0,0.0,0.0,5603.0,76.0,0.0,1194.0,0.0,22.0,282.0,7177.0,1894.0,99.0,40.7,2100.0,2100.0,2049.0,580600.0,3.5,1222609600.0,26,125,137400,1.3794064372300403,163,157,376,1068,183,68,0,0,292.60136547303887,2.4285714285714284
1687,"Census Tract 1377, Oakland County, Michigan",828.0,707.0,661.0,0.0,0.0,0.0,0.0,0.0,1593.0,49.0,0.0,50.0,0.0,10.0,26.0,1728.0,537.0,97.0,51.4,747.0,747.0,747.0,354000.0,2.31,183311600.0,26,125,137700,5.613425925925926,8,87,67,238,54,20,0,0,432.2916666666667,0.0
1688,"Census Tract 1378, Oakland County, Michigan",1747.0,1199.0,1143.0,0.0,0.0,0.0,0.0,0.0,3021.0,0.0,0.0,227.0,0.0,0.0,83.0,3331.0,1013.0,95.0,49.3,1393.0,1393.0,1373.0,341000.0,2.43,434075400.0,26,125,137800,2.851996397478235,69,81,144,427,146,95,0,0,418.1927349144401,1.4357501794687724
1689,"Census Tract 1381, Oakland County, Michigan",2986.0,2582.0,2461.0,3.0,0.0,0.0,0.0,0.0,5651.0,0.0,0.0,416.0,0.0,78.0,258.0,6403.0,1685.0,90.0,41.4,2380.0,2380.0,2242.0,431900.0,2.84,969668300.0,26,125,138100,1.405591129158207,75,105,491,671,94,112,0,0,371.70076526628145,5.798319327731092
1690,"Census Tract 1383.01, Oakland County, Michigan",2328.0,2043.0,1941.0,0.0,0.0,0.0,0.0,0.0,4329.0,76.0,20.0,62.0,0.0,0.0,257.0,4744.0,1288.0,403.0,36.1,1769.0,1769.0,1666.0,261800.0,2.84,319948600.0,26,125,138301,8.49494097807757,25,219,463,336,114,52,0,0,372.8920741989882,5.822498586772188
1691,"Census Tract 1383.02, Oakland County, Michigan",3993.0,3454.0,2982.0,0.0,0.0,0.0,0.0,0.0,6861.0,18.0,1.0,866.0,0.0,65.0,370.0,8181.0,2298.0,84.0,36.2,2884.0,2884.0,2719.0,371800.0,3.01,,26,125,138302,1.0267693436010268,127,180,1051,623,89,171,0,0,352.52414130301923,5.72122052704577
1692,"Census Tract 1386, Oakland County, Michigan",1704.0,1458.0,1382.0,4.0,0.0,0.0,0.0,0.0,2618.0,130.0,0.0,130.0,0.0,0.0,232.0,3110.0,884.0,176.0,35.5,1041.0,1041.0,1001.0,441400.0,3.11,458356500.0,26,125,138600,5.659163987138264,30,225,355,335,60,56,0,0,334.7266881028939,3.842459173871278
1693,"Census Tract 1392.01, Oakland County, Michigan",1714.0,1437.0,1437.0,0.0,0.0,0.0,0.0,0.0,3176.0,43.0,0.0,214.0,0.0,0.0,158.0,3591.0,919.0,220.0,49.4,1790.0,1790.0,1790.0,136600.0,2.01,309378500.0,26,125,139201,6.126427179058758,50,25,339,355,0,123,0,0,498.46839320523526,0.0
1694,"Census Tract 1392.02, Oakland County, Michigan",1458.0,1243.0,1076.0,0.0,0.0,0.0,0.0,0.0,2491.0,0.0,0.0,93.0,0.0,0.0,103.0,2687.0,667.0,179.0,42.1,1352.0,1352.0,1296.0,218400.0,2.07,,26,125,139202,6.66170450316338,72,79,197,247,74,29,0,0,503.1633792333458,4.142011834319527
1695,"Census Tract 1394, Oakland County, Michigan",3086.0,2732.0,2478.0,25.0,13.0,0.0,0.0,0.0,5291.0,25.0,0.0,18.0,0.0,0.0,230.0,5564.0,1592.0,189.0,41.3,2080.0,2080.0,2026.0,248600.0,2.71,397126100.0,26,125,139400,3.396836808051761,158,263,357,614,331,110,0,0,373.8317757009346,2.5961538461538463
1696,"Census Tract 1401.01, Oakland County, Michigan",860.0,696.0,635.0,0.0,0.0,0.0,0.0,0.0,1181.0,130.0,0.0,27.0,0.0,4.0,33.0,1375.0,349.0,124.0,38.9,690.0,690.0,658.0,175000.0,1.97,,26,125,140101,9.018181818181818,36,176,110,89,37,13,0,0,501.8181818181818,4.63768115942029
1697,"Census Tract 1403.01, Oakland County, Michigan",2850.0,2607.0,2108.0,0.0,66.0,0.0,0.0,0.0,1852.0,584.0,0.0,1237.0,0.0,208.0,576.0,4457.0,710.0,492.0,33.4,2331.0,2331.0,2277.0,103000.0,1.96,61552000.0,26,125,140301,11.038815346645727,45,612,625,217,46,45,0,0,522.9975319721786,2.3166023166023164
1698,"Census Tract 1403.03, Oakland County, Michigan",2255.0,1964.0,1823.0,0.0,0.0,0.0,0.0,0.0,3087.0,430.0,0.0,701.0,0.0,34.0,251.0,4503.0,1018.0,679.0,36.7,2252.0,2252.0,2133.0,364200.0,2.11,424167800.0,26,125,140303,15.078836331334667,72,435,414,239,15,79,0,0,500.11103708638683,5.284191829484902
1699,"Census Tract 1405, Oakland County, Michigan",1504.0,1291.0,1203.0,0.0,0.0,0.0,0.0,0.0,1838.0,242.0,14.0,183.0,0.0,10.0,71.0,2358.0,461.0,181.0,35.1,1357.0,1357.0,1252.0,162900.0,1.88,155067600.0,26,125,140500,7.6759966072943175,13,240,428,210,91,0,0,0,575.4877014418998,7.7376565954310985
1700,"Census Tract 1406, Oakland County, Michigan",1368.0,1090.0,965.0,0.0,3.0,0.0,0.0,0.0,1424.0,897.0,17.0,39.0,0.0,146.0,112.0,2635.0,724.0,263.0,42.3,1128.0,1128.0,1035.0,167300.0,2.55,119104500.0,26,125,140600,9.981024667931688,36,99,217,256,21,64,0,0,428.0834914611006,8.24468085106383
1701,"Census Tract 1407, Oakland County, Michigan",1723.0,1586.0,1468.0,0.0,0.0,0.0,0.0,0.0,1553.0,731.0,0.0,358.0,0.0,12.0,378.0,3032.0,692.0,493.0,32.5,1219.0,1219.0,1088.0,109200.0,2.79,,26,125,140700,16.259894459102902,116,258,336,143,64,22,0,0,402.0448548812665,10.746513535684986
1702,"Census Tract 1408, Oakland County, Michigan",3073.0,2576.0,2304.0,0.0,0.0,0.0,0.0,0.0,2808.0,412.0,24.0,1354.0,0.0,32.0,485.0,5115.0,1377.0,397.0,35.9,2495.0,2495.0,2360.0,196300.0,2.17,,26,125,140800,7.761485826001955,54,320,922,347,95,27,0,0,487.7810361681329,5.410821643286573
1703,"Census Tract 1409, Oakland County, Michigan",1819.0,1615.0,1361.0,0.0,0.0,0.0,0.0,0.0,2368.0,2577.0,17.0,10.0,0.0,243.0,142.0,5357.0,898.0,617.0,35.1,1500.0,1500.0,1434.0,93700.0,2.78,88062000.0,26,125,140900,11.517640470412545,93,213,285,514,67,98,0,0,280.0074668657831,4.3999999999999995
1704,"Census Tract 1410.01, Oakland County, Michigan",1032.0,1013.0,945.0,0.0,0.0,0.0,0.0,0.0,1721.0,520.0,0.0,99.0,0.0,97.0,146.0,2583.0,527.0,838.0,36.6,1297.0,1297.0,1127.0,97900.0,2.29,,26,125,141001,32.442895857530004,16,26,170,216,20,64,0,0,502.12930700735575,13.107170393215112
1705,"Census Tract 1410.02, Oakland County, Michigan",1751.0,1669.0,1428.0,0.0,24.0,0.0,0.0,0.0,1013.0,1659.0,0.0,83.0,0.0,37.0,167.0,2959.0,550.0,785.0,29.2,1562.0,1562.0,1509.0,-666666666.0,1.96,,26,125,141002,26.529232848935454,0,480,171,52,161,4,0,0,527.8810408921933,3.3930857874519846
1706,"Census Tract 1411, Oakland County, Michigan",1112.0,1072.0,777.0,0.0,0.0,0.0,0.0,0.0,1445.0,1249.0,0.0,64.0,0.0,93.0,365.0,3216.0,578.0,357.0,29.9,1559.0,1559.0,1325.0,134800.0,2.43,64712600.0,26,125,141100,11.100746268656717,63,91,176,159,5,57,0,0,484.76368159203975,15.0096215522771
1707,"Census Tract 1412, Oakland County, Michigan",1011.0,854.0,560.0,15.0,0.0,0.0,0.0,0.0,1185.0,1098.0,0.0,117.0,0.0,397.0,161.0,2958.0,515.0,1302.0,38.2,1431.0,1431.0,1288.0,72100.0,2.29,16820000.0,26,125,141200,44.01622718052739,24,168,236,184,0,228,0,0,483.7728194726166,9.993011879804332
1708,"Census Tract 1413, Oakland County, Michigan",1526.0,1485.0,1199.0,10.0,0.0,0.0,0.0,0.0,1667.0,920.0,0.0,204.0,0.0,245.0,217.0,3253.0,939.0,400.0,33.4,1671.0,1671.0,1611.0,56900.0,2.0,47038000.0,26,125,141300,12.296341838303103,8,272,299,139,42,83,0,0,513.6796802951122,3.5906642728904847
1709,"Census Tract 1414, Oakland County, Michigan",2474.0,2344.0,1787.0,10.0,27.0,0.0,0.0,0.0,2251.0,955.0,10.0,33.0,0.0,320.0,1731.0,5300.0,1173.0,933.0,34.5,1906.0,1906.0,1677.0,72200.0,3.15,112264000.0,26,125,141400,17.60377358490566,277,251,376,423,28,6,0,0,359.62264150943395,12.014690451206715
1710,"Census Tract 1415, Oakland County, Michigan",2252.0,2118.0,1466.0,0.0,0.0,0.0,0.0,0.0,1672.0,2774.0,98.0,443.0,0.0,87.0,390.0,5464.0,1152.0,1343.0,30.0,2389.0,2389.0,2155.0,74300.0,2.53,,26,125,141500,24.579062957540263,280,254,297,246,80,0,0,0,437.2254758418741,9.794893260778569
1711,"Census Tract 1416, Oakland County, Michigan",1860.0,1635.0,1434.0,0.0,55.0,0.0,0.0,0.0,1569.0,1766.0,0.0,593.0,0.0,213.0,512.0,4653.0,885.0,1654.0,30.4,1746.0,1746.0,1451.0,82700.0,3.14,,26,125,141600,35.54695895121427,54,308,345,200,19,11,0,0,375.24177949709866,16.895761741122566
1712,"Census Tract 1417, Oakland County, Michigan",850.0,730.0,434.0,0.0,15.0,0.0,0.0,0.0,974.0,1190.0,0.0,27.0,0.0,52.0,391.0,2634.0,484.0,941.0,26.6,1014.0,1014.0,823.0,57000.0,3.18,,26,125,141700,35.72513287775247,0,158,231,77,71,35,0,0,384.96583143507974,18.83629191321499
1713,"Census Tract 1420, Oakland County, Michigan",997.0,861.0,596.0,0.0,80.0,0.0,0.0,0.0,921.0,1354.0,4.0,15.0,0.0,64.0,193.0,2551.0,498.0,766.0,35.2,1466.0,1466.0,1239.0,91700.0,2.05,53205000.0,26,125,142000,30.027440219521758,24,61,367,120,0,83,0,0,574.6765974127793,15.484311050477489
1714,"Census Tract 1421, Oakland County, Michigan",587.0,523.0,436.0,0.0,0.0,0.0,0.0,0.0,523.0,805.0,23.0,0.0,0.0,80.0,304.0,1735.0,311.0,798.0,28.8,678.0,678.0,518.0,89800.0,3.15,21444000.0,26,125,142100,45.99423631123919,11,70,168,62,11,10,0,0,390.7780979827089,23.59882005899705
1715,"Census Tract 1422, Oakland County, Michigan",998.0,861.0,639.0,0.0,21.0,0.0,0.0,0.0,483.0,2643.0,6.0,0.0,0.0,140.0,60.0,3332.0,720.0,1566.0,40.0,1747.0,1747.0,1571.0,55200.0,2.11,,26,125,142200,46.99879951980792,78,104,45,112,30,85,0,0,524.3097238895558,10.074413279908415
1716,"Census Tract 1423, Oakland County, Michigan",786.0,689.0,464.0,3.0,0.0,0.0,0.0,0.0,389.0,1602.0,0.0,187.0,0.0,0.0,213.0,2391.0,445.0,1292.0,29.4,1171.0,1171.0,1038.0,72100.0,2.29,9615000.0,26,125,142300,54.035968214136346,0,66,91,89,0,11,0,0,489.75324132162274,11.357813834329633
1717,"Census Tract 1424, Oakland County, Michigan",1205.0,1128.0,891.0,0.0,27.0,0.0,0.0,0.0,410.0,2973.0,0.0,0.0,0.0,0.0,64.0,3447.0,760.0,1017.0,30.3,1352.0,1352.0,1199.0,65600.0,2.84,,26,125,142400,29.50391644908616,194,109,139,142,24,30,0,0,392.22512329561937,11.316568047337277
1718,"Census Tract 1425, Oakland County, Michigan",1257.0,1009.0,898.0,0.0,36.0,0.0,0.0,0.0,548.0,1350.0,10.0,288.0,0.0,0.0,112.0,2308.0,519.0,354.0,40.8,1101.0,1101.0,1037.0,120800.0,2.16,,26,125,142500,15.337954939341422,0,160,142,213,17,82,0,0,477.0363951473137,5.812897366030881
1719,"Census Tract 1426, Oakland County, Michigan",1861.0,1632.0,1487.0,0.0,0.0,0.0,0.0,0.0,1870.0,908.0,81.0,129.0,0.0,10.0,550.0,3548.0,844.0,747.0,42.7,1780.0,1780.0,1620.0,99000.0,2.18,101421800.0,26,125,142600,21.054114994363022,56,207,322,303,123,48,0,0,501.6910935738444,8.98876404494382
1720,"Census Tract 1427, Oakland County, Michigan",1426.0,1323.0,1047.0,0.0,0.0,0.0,0.0,0.0,514.0,2973.0,0.0,51.0,0.0,59.0,212.0,3809.0,820.0,912.0,40.1,2137.0,2137.0,1926.0,74800.0,1.97,,26,125,142700,23.943292202677867,84,158,153,159,49,94,0,0,561.0396429509058,9.873654656059896
1721,"Census Tract 1435, Oakland County, Michigan",2931.0,2655.0,2441.0,0.0,1.0,0.0,0.0,0.0,4877.0,88.0,51.0,103.0,0.0,33.0,430.0,5582.0,1761.0,282.0,52.4,2706.0,2706.0,2479.0,232800.0,2.25,,26,125,143500,5.051952705123611,166,218,373,659,103,285,0,0,484.7724829810104,8.388765705838876
1722,"Census Tract 1441, Oakland County, Michigan",1848.0,1725.0,1522.0,0.0,0.0,0.0,0.0,0.0,3346.0,197.0,0.0,8.0,0.0,0.0,326.0,3877.0,889.0,362.0,41.5,1664.0,1664.0,1490.0,190000.0,2.6,255432100.0,26,125,144100,9.337116327057004,147,140,301,331,44,39,0,0,429.1978333763219,10.45673076923077
1723,"Census Tract 1442, Oakland County, Michigan",2258.0,2081.0,1876.0,0.0,0.0,0.0,0.0,0.0,3981.0,42.0,0.0,52.0,0.0,49.0,176.0,4300.0,1208.0,361.0,44.7,1825.0,1825.0,1698.0,192600.0,2.53,366691500.0,26,125,144200,8.395348837209303,159,76,344,467,106,95,0,0,424.4186046511628,6.958904109589041
1724,"Census Tract 1443.01, Oakland County, Michigan",1808.0,1670.0,1416.0,0.0,0.0,0.0,0.0,0.0,3298.0,44.0,0.0,32.0,0.0,0.0,187.0,3561.0,972.0,174.0,43.7,1573.0,1573.0,1468.0,192700.0,2.42,278688000.0,26,125,144301,4.886267902274642,95,88,290,292,100,55,0,0,441.729851165403,6.675143038779402
1725,"Census Tract 1444, Oakland County, Michigan",2307.0,2129.0,1956.0,0.0,0.0,0.0,0.0,0.0,3758.0,112.0,127.0,338.0,0.0,0.0,184.0,4519.0,1042.0,344.0,44.0,1959.0,1959.0,1842.0,191400.0,2.39,,26,125,144400,7.612303606992697,72,166,460,410,76,97,0,0,433.50298738658995,5.972434915773354
1726,"Census Tract 1445, Oakland County, Michigan",1451.0,1318.0,1225.0,0.0,10.0,0.0,0.0,0.0,2496.0,65.0,0.0,112.0,0.0,62.0,176.0,2911.0,847.0,321.0,50.8,1331.0,1331.0,1303.0,240400.0,2.22,328315000.0,26,125,144500,11.027138440398488,27,108,281,230,149,95,0,0,457.23119203023015,2.103681442524418
1727,"Census Tract 1446, Oakland County, Michigan",1493.0,1389.0,1325.0,0.0,0.0,0.0,0.0,0.0,2991.0,34.0,8.0,5.0,14.0,14.0,250.0,3316.0,846.0,213.0,52.3,1607.0,1607.0,1519.0,195700.0,2.11,,26,125,144600,6.423401688781665,0,169,182,268,123,97,0,0,484.6200241254524,5.4760423148724335
1728,"Census Tract 1447.01, Oakland County, Michigan",2355.0,1997.0,1903.0,0.0,0.0,0.0,0.0,0.0,3281.0,356.0,22.0,27.0,0.0,212.0,33.0,3931.0,915.0,561.0,38.2,1967.0,1967.0,1818.0,148200.0,2.15,,26,125,144701,14.271177817349276,382,111,492,404,59,128,0,0,500.3815822945815,7.574987290289781
1729,"Census Tract 1448, Oakland County, Michigan",1374.0,1291.0,1160.0,1.0,0.0,0.0,0.0,0.0,2143.0,163.0,17.0,0.0,0.0,36.0,498.0,2857.0,725.0,256.0,41.1,1209.0,1209.0,1200.0,180900.0,2.38,145575200.0,26,125,144800,8.96044802240112,48,145,240,214,87,23,0,0,423.17115855792787,0.7444168734491315
1730,"Census Tract 1449, Oakland County, Michigan",2168.0,2050.0,1842.0,0.0,0.0,0.0,0.0,0.0,2695.0,695.0,41.0,106.0,0.0,151.0,429.0,4117.0,1006.0,603.0,34.2,2172.0,2172.0,2019.0,153800.0,2.04,,26,125,144900,14.646587320864707,101,236,445,335,19,52,0,0,527.5686179256741,7.044198895027624
1731,"Census Tract 1451, Oakland County, Michigan",1158.0,1115.0,1046.0,0.0,0.0,0.0,0.0,0.0,2145.0,49.0,0.0,6.0,0.0,5.0,42.0,2247.0,596.0,187.0,41.5,942.0,942.0,929.0,178700.0,2.42,250469000.0,26,125,145100,8.322207387627948,11,196,201,197,53,44,0,0,419.22563417890524,1.3800424628450108
1732,"Census Tract 1452, Oakland County, Michigan",1937.0,1738.0,1639.0,0.0,0.0,0.0,0.0,0.0,2835.0,399.0,0.0,38.0,0.0,64.0,364.0,3700.0,1156.0,422.0,39.1,1806.0,1806.0,1697.0,240000.0,2.18,282077500.0,26,125,145200,11.405405405405405,16,209,234,277,51,81,0,0,488.10810810810807,6.035437430786268
1733,"Census Tract 1453, Oakland County, Michigan",2479.0,2172.0,2083.0,0.0,0.0,0.0,0.0,0.0,3805.0,99.0,8.0,17.0,0.0,115.0,241.0,4285.0,1001.0,300.0,42.5,1987.0,1987.0,1923.0,172400.0,2.23,,26,125,145300,7.001166861143523,203,323,346,324,167,109,0,0,463.71061843640604,3.2209360845495723
1734,"Census Tract 1454, Oakland County, Michigan",2117.0,1702.0,1570.0,0.0,0.0,0.0,0.0,0.0,3051.0,536.0,16.0,159.0,0.0,30.0,449.0,4241.0,1014.0,412.0,43.8,1809.0,1809.0,1674.0,169200.0,2.53,,26,125,145400,9.714689931619901,93,219,224,468,130,124,0,0,426.5503419004952,7.462686567164178
1735,"Census Tract 1455.01, Oakland County, Michigan",1909.0,1686.0,1598.0,0.0,0.0,0.0,0.0,0.0,2984.0,110.0,11.0,55.0,0.0,37.0,122.0,3319.0,865.0,119.0,41.1,1458.0,1458.0,1406.0,217800.0,2.36,,26,125,145501,3.5854172943657723,89,116,325,371,10,12,0,0,439.28894245254594,3.5665294924554183
1736,"Census Tract 1455.02, Oakland County, Michigan",1870.0,1687.0,1582.0,0.0,7.0,0.0,0.0,0.0,3562.0,77.0,12.0,71.0,0.0,0.0,201.0,3923.0,1056.0,599.0,44.1,1714.0,1714.0,1669.0,220600.0,2.35,242531900.0,26,125,145502,15.268926841702779,121,167,233,267,26,54,0,0,436.91052765740505,2.6254375729288215
1737,"Census Tract 1456, Oakland County, Michigan",2242.0,2075.0,1961.0,9.0,0.0,0.0,0.0,0.0,3928.0,336.0,0.0,0.0,0.0,59.0,129.0,4452.0,1054.0,252.0,39.9,1968.0,1968.0,1866.0,219700.0,2.31,330927000.0,26,125,145600,5.660377358490567,106,159,484,337,76,75,0,0,442.0485175202156,5.182926829268292
1738,"Census Tract 1457, Oakland County, Michigan",1346.0,1262.0,1138.0,0.0,0.0,0.0,0.0,0.0,2461.0,280.0,0.0,170.0,0.0,124.0,80.0,3115.0,717.0,226.0,36.6,1262.0,1262.0,1202.0,149800.0,2.42,125719500.0,26,125,145700,7.255216693418941,69,153,229,192,31,63,0,0,405.13643659711073,4.754358161648177
1739,"Census Tract 1459, Oakland County, Michigan",1361.0,1284.0,1115.0,0.0,0.0,0.0,0.0,0.0,1919.0,718.0,15.0,53.0,0.0,130.0,175.0,3010.0,758.0,466.0,39.2,1425.0,1425.0,1425.0,156100.0,2.11,98937000.0,26,125,145900,15.481727574750831,31,60,202,218,52,53,0,0,473.421926910299,0.0
1740,"Census Tract 1500, Oakland County, Michigan",2310.0,1943.0,1784.0,0.0,1.0,0.0,0.0,0.0,4317.0,562.0,34.0,513.0,0.0,46.0,71.0,5543.0,1620.0,249.0,54.7,2599.0,2599.0,2379.0,305000.0,2.33,,26,125,150000,4.492152264116904,40,133,309,609,42,233,0,0,468.87966804979254,8.464794151596768
1741,"Census Tract 1501, Oakland County, Michigan",1686.0,1537.0,1394.0,2.0,0.0,0.0,0.0,0.0,2647.0,885.0,2.0,146.0,0.0,14.0,165.0,3859.0,812.0,482.0,38.2,1699.0,1699.0,1608.0,274300.0,2.39,408407200.0,26,125,150100,12.490282456594972,43,162,314,219,99,67,0,0,440.26949987043275,5.356091818716893
1742,"Census Tract 1502, Oakland County, Michigan",1105.0,828.0,807.0,1.0,0.0,0.0,0.0,0.0,1864.0,60.0,0.0,360.0,0.0,31.0,220.0,2535.0,764.0,60.0,49.2,1073.0,1073.0,935.0,771900.0,2.71,,26,125,150200,2.366863905325444,38,56,115,284,90,112,0,0,423.27416173570015,12.861136999068034
1743,"Census Tract 1503, Oakland County, Michigan",2388.0,1832.0,1775.0,0.0,1.0,0.0,0.0,0.0,4044.0,194.0,0.0,613.0,0.0,96.0,174.0,5121.0,1396.0,279.0,47.4,2379.0,2379.0,2112.0,386800.0,2.42,1019289900.0,26,125,150300,5.448154657293498,60,74,311,662,23,124,0,0,464.55770357352077,11.223203026481714
1744,"Census Tract 1504, Oakland County, Michigan",1170.0,1003.0,934.0,22.0,2.0,0.0,0.0,0.0,1981.0,151.0,0.0,366.0,0.0,215.0,29.0,2742.0,743.0,104.0,49.4,840.0,840.0,827.0,553600.0,3.32,458669500.0,26,125,150400,3.7928519328956964,14,45,178,250,89,30,0,0,306.3457330415755,1.5476190476190477
1745,"Census Tract 1505, Oakland County, Michigan",1164.0,834.0,834.0,0.0,0.0,0.0,0.0,0.0,2582.0,114.0,0.0,108.0,0.0,0.0,5.0,2809.0,764.0,40.0,50.7,1078.0,1078.0,1046.0,488700.0,2.57,,26,125,150500,1.423994304022784,14,19,150,252,108,71,0,0,383.76646493414023,2.9684601113172544
1746,"Census Tract 1506, Oakland County, Michigan",1216.0,925.0,899.0,6.0,0.0,0.0,0.0,0.0,2298.0,135.0,14.0,211.0,0.0,0.0,46.0,2704.0,871.0,127.0,54.3,1170.0,1170.0,1099.0,638300.0,2.46,726204000.0,26,125,150600,4.696745562130177,12,49,141,304,91,55,0,0,432.6923076923077,6.068376068376068
