NAME,Total Commuters,Driving Alone,Carpooling,Public Transportation,Walking,Cycling,Other Means,Worked from Home,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some Other Race,Two or More Races,Total Population,Median Income,Poverty Count,Median Age,Total Housing Units,Housing Units,Occupied Housing Units,Median Housing Value,Average Household Size,Median Gross Rent,state,county,tract,Poverty Rate,Labor Force 16-19,Labor Force 20-24,Labor Force 25-29,Labor Force 30-34,Labor Force 35-39,Labor Force 40-44,Labor Force 45-49,Labor Force 50-54,Labor Force Total,Housing Density,Housing Availability,Total Population,state_fips,county_fips,tract_code,GEOID,lat,lon,walkscore,bikescore,transitscore,walkscore_description,bikescore_description,transitscore_description
"Census Tract 2404, Macomb County, Michigan",2259.0,2028.0,1711.0,0.0,0.0,0.0,0.0,0.0,4361.0,523.0,0.0,0.0,0.0,0.0,259.0,5143.0,1411.0,652.0,52.9,2383.0,2383.0,2285.0,225200.0,2.25,,26,99,240400,12.677425627065912,52,77,437,364,175,173,0,0,1278,463.3482403266576,4.112463281577843,5143.0,26,99,240400,26099240400,42.59061277789366,-82.96198178719224,34.0,42.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2405, Macomb County, Michigan",1226.0,1118.0,895.0,0.0,8.0,0.0,0.0,0.0,2239.0,484.0,16.0,0.0,0.0,0.0,213.0,2952.0,777.0,161.0,37.9,1106.0,1106.0,1058.0,132000.0,2.78,,26,99,240500,5.453929539295393,12,149,221,134,119,34,0,0,669,374.6612466124661,4.33996383363472,2952.0,26,99,240500,26099240500,42.57746781464051,-82.96295912025516,36.0,33.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2406.01, Macomb County, Michigan",2086.0,1976.0,1773.0,0.0,0.0,0.0,0.0,0.0,2600.0,351.0,0.0,243.0,0.0,0.0,282.0,3476.0,748.0,71.0,35.3,1675.0,1675.0,1606.0,110200.0,2.09,,26,99,240601,2.042577675489068,87,276,454,305,18,34,0,0,1174,481.8757192174914,4.119402985074627,3476.0,26,99,240601,26099240601,42.58577482667359,-82.94653124455711,44.0,39.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2406.02, Macomb County, Michigan",1547.0,1482.0,1373.0,0.0,0.0,0.0,0.0,0.0,3123.0,28.0,0.0,0.0,0.0,0.0,99.0,3250.0,846.0,153.0,46.5,1415.0,1415.0,1415.0,184700.0,2.29,251269300.0,26,99,240602,4.707692307692308,72,114,180,277,79,74,0,0,796,435.38461538461536,0.0,3250.0,26,99,240602,26099240602,42.59417298891007,-82.9348185655028,4.0,27.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2407, Macomb County, Michigan",2072.0,1772.0,1627.0,0.0,13.0,0.0,0.0,0.0,3813.0,131.0,0.0,68.0,0.0,0.0,293.0,4305.0,1253.0,113.0,48.2,1587.0,1587.0,1529.0,272100.0,2.81,421286400.0,26,99,240700,2.6248548199767714,36,143,220,377,151,166,0,0,1093,368.6411149825784,3.654694391934468,4305.0,26,99,240700,26099240700,42.58158821129757,-82.93088619899908,3.0,26.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2408.01, Macomb County, Michigan",444.0,413.0,395.0,0.0,0.0,0.0,0.0,0.0,1272.0,205.0,0.0,0.0,0.0,0.0,0.0,1477.0,418.0,139.0,65.2,712.0,712.0,712.0,168700.0,2.07,,26,99,240801,9.41096817874069,60,0,64,23,52,82,0,0,281,482.0582261340555,0.0,1477.0,26,99,240801,26099240801,42.5779156391533,-82.92255825137501,4.0,23.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2408.02, Macomb County, Michigan",1833.0,1623.0,1367.0,0.0,38.0,0.0,0.0,0.0,3183.0,828.0,240.0,294.0,0.0,0.0,36.0,4581.0,1097.0,908.0,39.6,2185.0,2185.0,2081.0,77300.0,2.2,166962500.0,26,99,240802,19.82099978170705,154,142,214,348,59,42,0,0,959,476.97009386596807,4.759725400457666,4581.0,26,99,240802,26099240802,42.57718626063398,-82.91474655724946,17.0,36.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2409, Macomb County, Michigan",902.0,855.0,776.0,0.0,3.0,0.0,0.0,0.0,1542.0,177.0,2.0,16.0,0.0,0.0,226.0,1963.0,504.0,80.0,38.7,744.0,744.0,714.0,157400.0,2.73,,26,99,240900,4.0753948038716254,21,128,141,203,33,22,0,0,548,379.0117167600611,4.032258064516129,1963.0,26,99,240900,26099240900,42.575689469771845,-82.90088887733701,28.0,35.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2410, Macomb County, Michigan",2389.0,2167.0,2038.0,0.0,57.0,0.0,0.0,0.0,2414.0,1581.0,0.0,255.0,0.0,0.0,101.0,4351.0,963.0,618.0,41.7,2280.0,2280.0,2092.0,163600.0,1.99,169935900.0,26,99,241000,14.203631349115144,51,189,402,365,103,148,0,0,1258,524.0174672489082,8.24561403508772,4351.0,26,99,241000,26099241000,42.57732941968664,-82.87462580219088,39.0,41.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2412, Macomb County, Michigan",2285.0,2111.0,1956.0,0.0,0.0,0.0,0.0,0.0,4014.0,966.0,0.0,1.0,0.0,12.0,199.0,5192.0,1328.0,610.0,40.9,2369.0,2369.0,2282.0,137900.0,2.26,202788800.0,26,99,241200,11.74884437596302,142,145,261,388,135,87,0,0,1158,456.2788906009245,3.6724356268467706,5192.0,26,99,241200,26099241200,42.56179991175104,-82.90839263634354,41.0,44.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2413, Macomb County, Michigan",1397.0,1311.0,1155.0,0.0,11.0,0.0,0.0,0.0,1915.0,547.0,0.0,59.0,0.0,0.0,292.0,2813.0,878.0,212.0,34.1,1188.0,1188.0,1112.0,189100.0,2.52,,26,99,241300,7.536437966583718,128,85,193,131,22,16,0,0,575,422.3249200142197,6.397306397306397,2813.0,26,99,241300,26099241300,42.56336282496292,-82.92600148307157,13.0,31.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2414, Macomb County, Michigan",1607.0,1452.0,1336.0,0.0,26.0,0.0,0.0,0.0,3336.0,60.0,0.0,159.0,0.0,0.0,53.0,3608.0,1024.0,278.0,52.0,1553.0,1553.0,1528.0,167600.0,2.36,,26,99,241400,7.705099778270511,91,168,239,421,52,100,0,0,1071,430.4323725055432,1.6097875080489377,3608.0,26,99,241400,26099241400,42.5606605029435,-82.94125432632595,22.0,32.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2415, Macomb County, Michigan",1669.0,1514.0,1435.0,0.0,26.0,0.0,0.0,0.0,2642.0,729.0,0.0,60.0,0.0,0.0,169.0,3600.0,962.0,189.0,46.5,1804.0,1804.0,1598.0,213700.0,2.24,,26,99,241500,5.25,98,292,197,329,36,19,0,0,971,501.1111111111111,11.419068736141908,3600.0,26,99,241500,26099241500,42.56028322870812,-82.96042685999886,60.0,41.0,,Somewhat Walkable,Somewhat Bikeable,
"Census Tract 2416, Macomb County, Michigan",1247.0,1152.0,1027.0,0.0,0.0,0.0,0.0,0.0,1445.0,868.0,0.0,50.0,0.0,0.0,179.0,2542.0,610.0,656.0,30.3,1085.0,1085.0,972.0,116900.0,2.62,,26,99,241600,25.806451612903224,45,184,277,180,48,43,0,0,777,426.82926829268297,10.414746543778802,2542.0,26,99,241600,26099241600,42.54676137352629,-82.92499624598923,28.0,37.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2417, Macomb County, Michigan",2053.0,1981.0,1752.0,0.0,26.0,0.0,0.0,0.0,3191.0,774.0,0.0,341.0,74.0,95.0,279.0,4754.0,1207.0,868.0,34.2,1934.0,1934.0,1782.0,100100.0,2.67,,26,99,241700,18.25830879259571,60,243,351,352,106,68,0,0,1180,406.8153134202777,7.859358841778697,4754.0,26,99,241700,26099241700,42.54784452780567,-82.9119597058125,51.0,45.0,,Somewhat Walkable,Somewhat Bikeable,
"Census Tract 2418, Macomb County, Michigan",2775.0,2549.0,2464.0,0.0,2.0,0.0,0.0,0.0,3205.0,1750.0,6.0,369.0,0.0,0.0,44.0,5374.0,1683.0,1074.0,38.2,2162.0,2162.0,2115.0,160500.0,2.53,266284100.0,26,99,241800,19.985113509490137,202,79,713,474,164,86,0,0,1718,402.3074060290287,2.1739130434782608,5374.0,26,99,241800,26099241800,42.54720890745909,-82.88515992481908,33.0,36.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2419, Macomb County, Michigan",2448.0,2193.0,1890.0,0.0,79.0,0.0,0.0,0.0,4121.0,769.0,0.0,86.0,0.0,22.0,194.0,5192.0,1307.0,264.0,40.4,2067.0,2067.0,1945.0,145400.0,2.61,,26,99,241900,5.084745762711865,44,156,450,458,81,47,0,0,1236,398.1124807395994,5.902273826802128,5192.0,26,99,241900,26099241900,42.56186012430228,-82.88346851154924,26.0,33.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2420.01, Macomb County, Michigan",484.0,446.0,311.0,0.0,0.0,0.0,0.0,0.0,958.0,170.0,0.0,0.0,0.0,0.0,68.0,1196.0,380.0,74.0,63.8,645.0,645.0,645.0,206300.0,1.85,,26,99,242001,6.187290969899665,33,77,28,51,0,26,0,0,215,539.2976588628762,0.0,1196.0,26,99,242001,26099242001,42.61000549218893,-82.96090202043216,32.0,42.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2420.02, Macomb County, Michigan",1061.0,1061.0,984.0,0.0,0.0,0.0,0.0,0.0,1755.0,222.0,0.0,0.0,0.0,0.0,46.0,2023.0,406.0,64.0,48.2,1216.0,1216.0,1216.0,148800.0,1.66,147619000.0,26,99,242002,3.163618388531883,0,48,261,101,0,50,0,0,460,601.0874938210578,0.0,2023.0,26,99,242002,26099242002,42.62393258017375,-82.96806672196458,33.0,38.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2420.03, Macomb County, Michigan",1618.0,1397.0,1237.0,0.0,50.0,0.0,0.0,0.0,1528.0,957.0,0.0,210.0,0.0,0.0,0.0,2695.0,498.0,668.0,35.6,1609.0,1609.0,1531.0,141100.0,1.76,23685000.0,26,99,242003,24.78664192949908,90,183,392,172,30,0,0,0,867,597.0315398886828,4.847731510254817,2695.0,26,99,242003,26099242003,42.61622236148329,-82.96791621400146,28.0,41.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2421, Macomb County, Michigan",1227.0,1184.0,1026.0,0.0,0.0,0.0,0.0,0.0,1202.0,798.0,15.0,20.0,0.0,73.0,135.0,2243.0,541.0,218.0,39.7,1441.0,1441.0,1328.0,96700.0,1.69,49573000.0,26,99,242100,9.719126170307623,25,149,115,167,17,17,0,0,490,642.443156486848,7.84177654406662,2243.0,26,99,242100,26099242100,42.56197650866355,-82.8674388495689,50.0,43.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2425, Macomb County, Michigan",3357.0,3011.0,2808.0,5.0,0.0,0.0,0.0,0.0,5342.0,453.0,48.0,544.0,0.0,0.0,239.0,6626.0,1754.0,521.0,47.8,3534.0,3534.0,3372.0,205100.0,1.97,,26,99,242500,7.86296408089345,140,134,666,443,205,80,0,0,1668,533.3534560821008,4.584040747028863,6626.0,26,99,242500,26099242500,42.61515774219399,-82.94292792298677,25.0,35.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2430, Macomb County, Michigan",2526.0,2084.0,1893.0,0.0,19.0,0.0,0.0,0.0,3875.0,306.0,0.0,104.0,0.0,0.0,80.0,4365.0,1204.0,58.0,44.9,1719.0,1719.0,1646.0,275800.0,2.65,,26,99,243000,1.3287514318442153,172,158,291,531,162,66,0,0,1380,393.8144329896907,4.2466550319953456,4365.0,26,99,243000,26099243000,42.61902009230957,-82.92510926797674,10.0,28.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2435.01, Macomb County, Michigan",1184.0,1064.0,1001.0,0.0,0.0,0.0,0.0,0.0,1999.0,35.0,53.0,154.0,0.0,0.0,41.0,2282.0,714.0,161.0,45.5,988.0,988.0,978.0,229600.0,2.33,204061000.0,26,99,243501,7.05521472392638,36,89,167,310,48,32,0,0,682,432.9535495179667,1.0121457489878545,2282.0,26,99,243501,26099243501,42.61043324071379,-82.90729965921054,1.0,25.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2435.02, Macomb County, Michigan",2350.0,2129.0,1972.0,0.0,0.0,0.0,0.0,0.0,2893.0,997.0,48.0,111.0,0.0,9.0,249.0,4307.0,712.0,319.0,29.1,2388.0,2388.0,2335.0,-666666666.0,1.84,-666666666.0,26,99,243502,7.406547480845135,50,605,278,267,20,0,0,0,1220,554.4462502902252,2.219430485762144,4307.0,26,99,243502,26099243502,42.62372145014525,-82.90205508595342,19.0,30.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2440, Macomb County, Michigan",1107.0,1014.0,912.0,0.0,0.0,0.0,0.0,0.0,2137.0,94.0,7.0,30.0,0.0,5.0,55.0,2328.0,742.0,113.0,49.8,1010.0,1010.0,974.0,217600.0,2.39,207159800.0,26,99,244000,4.853951890034365,9,50,168,201,48,36,0,0,512,433.8487972508592,3.564356435643564,2328.0,26,99,244000,26099244000,42.60314610956494,-82.92353072988695,8.0,29.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2450, Macomb County, Michigan",1431.0,1292.0,1259.0,0.0,45.0,0.0,0.0,0.0,1816.0,1359.0,3.0,0.0,0.0,10.0,224.0,3412.0,784.0,943.0,43.1,1669.0,1669.0,1544.0,76700.0,2.21,46060500.0,26,99,245000,27.637749120750293,51,86,136,349,76,79,0,0,777,489.1559202813599,7.489514679448773,3412.0,26,99,245000,26099245000,42.59877157471611,-82.8661504302359,69.0,53.0,,Somewhat Walkable,Bikeable,
"Census Tract 2451, Macomb County, Michigan",1961.0,1729.0,1575.0,12.0,53.0,0.0,0.0,0.0,2774.0,814.0,0.0,0.0,0.0,107.0,211.0,3906.0,930.0,744.0,41.0,1743.0,1743.0,1580.0,119500.0,2.39,114901000.0,26,99,245100,19.047619047619047,108,88,313,360,75,60,0,0,1004,446.23655913978496,9.351692484222603,3906.0,26,99,245100,26099245100,42.60482230729575,-82.8808261039705,80.0,52.0,,Very Walkable,Bikeable,
"Census Tract 2452, Macomb County, Michigan",708.0,640.0,561.0,0.0,6.0,0.0,0.0,0.0,1763.0,729.0,26.0,16.0,0.0,5.0,191.0,2730.0,344.0,334.0,33.5,767.0,767.0,719.0,93300.0,2.07,30135900.0,26,99,245200,12.234432234432234,46,126,120,97,6,36,0,0,431,280.95238095238096,6.258148631029988,2730.0,26,99,245200,26099245200,42.608290469057486,-82.89271318845752,43.0,44.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2453, Macomb County, Michigan",2227.0,2055.0,1925.0,0.0,7.0,0.0,0.0,0.0,3572.0,512.0,45.0,0.0,0.0,0.0,249.0,4378.0,1240.0,563.0,43.7,2069.0,2069.0,2069.0,147100.0,2.1,355476200.0,26,99,245300,12.859753312014618,84,77,429,288,110,223,0,0,1211,472.5902238465053,0.0,4378.0,26,99,245300,26099245300,42.58909569288232,-82.89111155639758,34.0,25.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2454, Macomb County, Michigan",573.0,527.0,498.0,0.0,2.0,0.0,0.0,0.0,470.0,723.0,2.0,0.0,0.0,18.0,96.0,1309.0,236.0,168.0,44.7,705.0,705.0,594.0,145200.0,2.16,68998000.0,26,99,245400,12.834224598930485,42,73,57,65,33,34,0,0,304,538.5790679908328,15.74468085106383,1309.0,26,99,245400,26099245400,42.58816059081247,-82.87593627660993,45.0,39.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2471, Macomb County, Michigan",269.0,237.0,201.0,0.0,0.0,0.0,0.0,0.0,599.0,12.0,4.0,0.0,0.0,14.0,111.0,740.0,196.0,299.0,34.0,406.0,406.0,392.0,9999.0,1.89,,26,99,247100,40.4054054054054,14,74,22,12,11,14,0,0,147,548.6486486486486,3.4482758620689653,740.0,26,99,247100,26099247100,42.61182487193688,-82.85509414120153,15.0,27.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2472.01, Macomb County, Michigan",2006.0,1845.0,1572.0,0.0,2.0,43.0,0.0,0.0,3177.0,378.0,0.0,17.0,0.0,0.0,12.0,3584.0,903.0,414.0,43.0,1737.0,1737.0,1628.0,223100.0,2.2,248932000.0,26,99,247201,11.551339285714286,80,192,296,258,180,59,0,0,1065,484.6540178571428,6.275187104202648,3584.0,26,99,247201,26099247201,42.58263277825594,-82.83739173433874,17.0,31.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2472.02, Macomb County, Michigan",1598.0,1276.0,1127.0,0.0,0.0,0.0,0.0,0.0,3174.0,220.0,0.0,0.0,0.0,70.0,108.0,3572.0,950.0,3.0,36.9,1360.0,1360.0,1229.0,216500.0,2.9,,26,99,247202,0.0839865621500559,179,74,292,202,86,104,0,0,937,380.7390817469205,9.632352941176473,3572.0,26,99,247202,26099247202,42.58465373042934,-82.84972032461927,30.0,34.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2473.01, Macomb County, Michigan",2146.0,1877.0,1792.0,0.0,0.0,0.0,0.0,0.0,3197.0,522.0,0.0,184.0,0.0,11.0,28.0,3942.0,1239.0,150.0,49.9,2061.0,2061.0,1799.0,283200.0,2.19,425187200.0,26,99,247301,3.8051750380517504,40,214,159,486,135,176,0,0,1210,522.8310502283105,12.712275594371665,3942.0,26,99,247301,26099247301,42.5776463369298,-82.78878948843958,3.0,26.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2473.02, Macomb County, Michigan",1251.0,1099.0,1088.0,0.0,0.0,0.0,0.0,0.0,2126.0,0.0,0.0,0.0,0.0,0.0,110.0,2236.0,594.0,108.0,50.8,1066.0,1066.0,1066.0,282100.0,2.1,292655900.0,26,99,247302,4.83005366726297,68,133,112,353,21,48,0,0,735,476.7441860465116,0.0,2236.0,26,99,247302,26099247302,42.60107240776051,-82.7926499240585,10.0,28.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2474, Macomb County, Michigan",1350.0,1165.0,1050.0,68.0,0.0,0.0,0.0,0.0,2216.0,42.0,0.0,6.0,0.0,0.0,40.0,2304.0,687.0,78.0,51.7,1228.0,1228.0,1162.0,260000.0,1.98,273863000.0,26,99,247400,3.3854166666666665,9,77,163,284,139,101,0,0,773,532.9861111111112,5.374592833876222,2304.0,26,99,247400,26099247400,42.569769491203104,-82.8230508972462,3.0,26.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2475, Macomb County, Michigan",819.0,670.0,585.0,0.0,0.0,0.0,0.0,0.0,1394.0,375.0,2.0,24.0,0.0,0.0,55.0,1850.0,470.0,205.0,43.8,991.0,991.0,935.0,157000.0,1.98,,26,99,247500,11.081081081081082,5,87,135,135,76,51,0,0,489,535.6756756756756,5.650857719475278,1850.0,26,99,247500,26099247500,42.56363476639815,-82.84133126772852,40.0,39.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2476.01, Macomb County, Michigan",1096.0,992.0,767.0,0.0,42.0,0.0,0.0,0.0,1199.0,636.0,0.0,5.0,0.0,0.0,120.0,1960.0,356.0,531.0,31.3,1167.0,1167.0,1103.0,88000.0,1.76,,26,99,247601,27.091836734693874,36,179,134,122,14,14,0,0,499,595.4081632653061,5.484147386461012,1960.0,26,99,247601,26099247601,42.56223109368742,-82.86183382035571,27.0,35.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2476.02, Macomb County, Michigan",2165.0,1852.0,1711.0,0.0,0.0,0.0,0.0,0.0,3666.0,421.0,0.0,10.0,0.0,14.0,108.0,4219.0,1045.0,574.0,51.7,2751.0,2751.0,2421.0,164100.0,1.74,328117300.0,26,99,247602,13.60511969661057,21,0,427,343,123,103,0,0,1017,652.0502488741407,11.995637949836423,4219.0,26,99,247602,26099247602,42.55272146633504,-82.85311358122807,37.0,35.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2500, Macomb County, Michigan",1208.0,1101.0,1024.0,0.0,4.0,0.0,0.0,0.0,2133.0,15.0,0.0,5.0,0.0,5.0,129.0,2287.0,590.0,146.0,37.2,933.0,933.0,899.0,165900.0,2.53,,26,99,250000,6.383909051158724,19,114,241,256,23,37,0,0,690,407.9580236117184,3.644158628081458,2287.0,26,99,250000,26099250000,42.536985072309854,-82.86834277162461,22.0,32.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2501, Macomb County, Michigan",1066.0,932.0,816.0,0.0,5.0,0.0,0.0,0.0,1972.0,190.0,0.0,0.0,0.0,21.0,55.0,2238.0,554.0,246.0,39.1,1018.0,1018.0,952.0,158800.0,2.35,,26,99,250100,10.991957104557642,76,79,171,129,48,20,0,0,523,454.87042001787313,6.4833005893909625,2238.0,26,99,250100,26099250100,42.531471339681374,-82.87555816745814,29.0,33.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2502, Macomb County, Michigan",1240.0,1085.0,997.0,0.0,21.0,0.0,0.0,0.0,2458.0,51.0,0.0,0.0,0.0,18.0,62.0,2589.0,730.0,138.0,40.4,1192.0,1192.0,1148.0,145400.0,2.26,,26,99,250200,5.330243337195829,0,138,227,171,26,83,0,0,645,460.4094244882194,3.691275167785235,2589.0,26,99,250200,26099250200,42.52582101580517,-82.8805083623945,37.0,36.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2503, Macomb County, Michigan",1532.0,1388.0,1342.0,0.0,12.0,0.0,0.0,0.0,2877.0,118.0,0.0,51.0,18.0,11.0,84.0,3159.0,872.0,153.0,48.2,1640.0,1640.0,1606.0,155000.0,1.96,220642800.0,26,99,250300,4.843304843304843,62,191,289,260,7,46,0,0,855,519.1516302627414,2.073170731707317,3159.0,26,99,250300,26099250300,42.53365095033028,-82.89574297434538,11.0,43.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2504, Macomb County, Michigan",686.0,568.0,553.0,0.0,0.0,0.0,0.0,0.0,1153.0,155.0,0.0,9.0,0.0,0.0,36.0,1353.0,351.0,100.0,39.9,623.0,623.0,594.0,161700.0,2.28,76374000.0,26,99,250400,7.390983000739099,6,65,198,66,19,24,0,0,378,460.4582409460458,4.654895666131622,1353.0,26,99,250400,26099250400,42.51772863159236,-82.90109815223008,66.0,44.0,,Somewhat Walkable,Somewhat Bikeable,
"Census Tract 2505, Macomb County, Michigan",1172.0,852.0,798.0,0.0,1.0,0.0,0.0,0.0,1873.0,50.0,0.0,15.0,0.0,0.0,66.0,2004.0,592.0,118.0,42.5,969.0,969.0,880.0,176200.0,2.27,,26,99,250500,5.888223552894212,17,193,174,191,58,52,0,0,685,483.5329341317365,9.18472652218782,2004.0,26,99,250500,26099250500,42.517643102777846,-82.89363603221588,50.0,39.0,,Somewhat Walkable,Somewhat Bikeable,
"Census Tract 2506, Macomb County, Michigan",1467.0,1406.0,1175.0,24.0,0.0,0.0,0.0,0.0,2554.0,35.0,0.0,10.0,0.0,84.0,86.0,2769.0,708.0,129.0,43.5,1326.0,1326.0,1267.0,160300.0,2.19,173423200.0,26,99,250600,4.658721560130011,102,73,304,188,88,73,0,0,828,478.8732394366197,4.44947209653092,2769.0,26,99,250600,26099250600,42.5166159233702,-82.87996951134699,19.0,31.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2507, Macomb County, Michigan",1457.0,1331.0,1283.0,0.0,0.0,0.0,0.0,0.0,2546.0,169.0,0.0,30.0,0.0,0.0,67.0,2812.0,848.0,164.0,49.1,1366.0,1366.0,1301.0,171300.0,2.16,,26,99,250700,5.832147937411095,49,112,210,228,102,101,0,0,802,485.7752489331437,4.758418740849195,2812.0,26,99,250700,26099250700,42.50555711276117,-82.88349932672557,31.0,36.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2508, Macomb County, Michigan",1293.0,1219.0,1185.0,0.0,12.0,0.0,0.0,0.0,2623.0,87.0,0.0,8.0,0.0,1.0,124.0,2843.0,737.0,509.0,35.8,1256.0,1256.0,1153.0,159400.0,2.46,,26,99,250800,17.90362293352093,27,81,248,216,34,63,0,0,669,441.7868448821668,8.200636942675159,2843.0,26,99,250800,26099250800,42.506520354991615,-82.90825260918106,50.0,41.0,,Somewhat Walkable,Somewhat Bikeable,
"Census Tract 2509, Macomb County, Michigan",1188.0,1113.0,1031.0,0.0,0.0,0.0,0.0,0.0,2365.0,1.0,0.0,54.0,0.0,0.0,97.0,2517.0,773.0,122.0,40.8,1172.0,1172.0,1097.0,142800.0,2.29,136760200.0,26,99,250900,4.847040127135479,41,77,286,73,89,68,0,0,634,465.63369090186734,6.399317406143344,2517.0,26,99,250900,26099250900,42.49918652538469,-82.9078457683066,34.0,40.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2510, Macomb County, Michigan",786.0,710.0,668.0,0.0,0.0,0.0,0.0,0.0,1612.0,32.0,0.0,19.0,0.0,0.0,72.0,1735.0,385.0,102.0,54.0,893.0,893.0,861.0,145400.0,2.02,124911400.0,26,99,251000,5.878962536023055,24,128,100,54,57,97,0,0,460,514.6974063400576,3.5834266517357225,1735.0,26,99,251000,26099251000,42.49907869402013,-82.88798895879057,22.0,38.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2511, Macomb County, Michigan",1097.0,979.0,944.0,0.0,0.0,0.0,0.0,0.0,1912.0,24.0,0.0,5.0,0.0,3.0,35.0,1979.0,570.0,167.0,47.7,907.0,907.0,857.0,246800.0,2.31,,26,99,251100,8.438605356240526,58,51,118,234,62,43,0,0,566,458.3122789287519,5.512679162072767,1979.0,26,99,251100,26099251100,42.49154383561473,-82.88321470817412,16.0,29.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2512, Macomb County, Michigan",1787.0,1593.0,1467.0,0.0,0.0,0.0,0.0,0.0,3145.0,37.0,0.0,16.0,0.0,14.0,107.0,3319.0,858.0,170.0,54.3,1534.0,1534.0,1499.0,169800.0,2.1,298004400.0,26,99,251200,5.122024706236818,21,138,278,244,141,75,0,0,897,462.1874058451341,2.2816166883963493,3319.0,26,99,251200,26099251200,42.48185636572293,-82.88486520875173,42.0,34.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2513, Macomb County, Michigan",1072.0,983.0,929.0,0.0,1.0,0.0,0.0,0.0,2124.0,1.0,1.0,17.0,0.0,5.0,58.0,2206.0,599.0,52.0,40.8,1014.0,1014.0,958.0,154700.0,2.3,,26,99,251300,2.357207615593835,16,96,167,109,91,45,0,0,524,459.6554850407978,5.522682445759369,2206.0,26,99,251300,26099251300,42.488850396340624,-82.90291354403503,57.0,38.0,,Somewhat Walkable,Somewhat Bikeable,
"Census Tract 2514, Macomb County, Michigan",1376.0,1113.0,1075.0,0.0,0.0,0.0,0.0,0.0,2872.0,171.0,0.0,0.0,0.0,0.0,21.0,3064.0,787.0,107.0,37.9,1253.0,1253.0,1196.0,147900.0,2.56,,26,99,251400,3.4921671018276763,31,145,291,290,47,90,0,0,894,408.94255874673627,4.549082202713488,3064.0,26,99,251400,26099251400,42.487772807051606,-82.91238085600696,37.0,38.0,,Car-Dependent,Somewhat Bikeable,
"Census Tract 2515, Macomb County, Michigan",1090.0,1017.0,955.0,0.0,13.0,0.0,0.0,0.0,1887.0,215.0,0.0,14.0,0.0,0.0,18.0,2134.0,592.0,241.0,44.0,982.0,982.0,948.0,165300.0,2.25,137300000.0,26,99,251500,11.293345829428304,5,59,255,193,46,5,0,0,563,460.16869728209934,3.462321792260693,2134.0,26,99,251500,26099251500,42.47693135046634,-82.91003234290038,47.0,42.0,,Car-Dependent,Somewhat Bikeable,
